,JOB_TITLE,JOB_CODE,JOB_GROUP,SERVICE_GROUP
330,CUSTOMER SERVICE AGENT,1300,Publicity and Public Relations,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL "
331,CUSTOMER SERVICE AGENT SUPERVISOR,1300,Publicity and Public Relations,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL "
331,CUSTOMER SERVICE AGENT SUPV,1300,Publicity and Public Relations,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL "
332,CUSTOMER SERVICE AGENT TRAINEE,1300,Publicity and Public Relations,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL "
333,CUSTOMER SERVICE CLERK,0,OTHERS,OTHERS
334,CUSTOMER SERVICES DIVISION MANAGER,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
335,DENTAL AIDE,2200,Medical and Dental,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
336,DENTAL HYGIENIST,2200,Medical and Dental,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
337,DENTIST,2200,Medical and Dental,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
338,DEPARTMENT HEAD I,900,OTHERS,OTHERS
339,DEPARTMENT HEAD II,900,OTHERS,OTHERS
340,DEPARTMENT HEAD III,900,OTHERS,OTHERS
341,DEPARTMENT HEAD IV,900,OTHERS,OTHERS
342,DEPARTMENT HEAD V,900,OTHERS,OTHERS
338,DEPT HEAD I,900,OTHERS,OTHERS
339,DEPT HEAD II,900,OTHERS,OTHERS
340,DEPT HEAD III,900,OTHERS,OTHERS
341,DEPT HEAD IV,900,OTHERS,OTHERS
342,DEPT HEAD V,900,OTHERS,OTHERS
343,"DEPARTMENT HEAD, SFUSD",900,OTHERS,OTHERS
344,DEPARTMENTAL PERSONNEL OFFICER,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
345,DEPUTY CHIEF,400,OTHERS,OTHERS
346,DEPUTY CHIEF II,400,OTHERS,OTHERS
347,DEPUTY CHIEF III,400,OTHERS,OTHERS
348,"DEPUTY CHIEF OF DEPARTMENT, (FIRE DEPARTMENT)",100,Fire Fighter,"FIRE, POLICE"
348,DEP CHF OF DEPT (FIRE DEPT),100,Fire Fighter,"FIRE, POLICE"
311,DEPUTY COURT CLERK III,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
311,DEPUTY COURT CLERK I,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
311,DEPUTY COURT CLERK II,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
349,"DEPUTY DIRECTOR FOR INVESTMENTS, RETIREMENT SYSTEM",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
349,DEPUTY DIRECTOR OF INVESTMENTS,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
349,"DEP DIR FOR INVESTMENTS, RET",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
350,DEPUTY DIRECTOR I,900,OTHERS,OTHERS
350,DEP DIR I,900,OTHERS,OTHERS
350,DEP DIR II,900,OTHERS,OTHERS
350,DEP DIR III,900,OTHERS,OTHERS
350,DEP DIR IV,900,OTHERS,OTHERS
350,DEP DIR V,900,OTHERS,OTHERS
351,"DEPUTY DIR I, MTA",9100,Street Transit,TRANSPORTATION
351,"DEPUTY DIRECTOR I, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
351,DEPUTY DIRECTOR I - MUNICIPAL TRANSPORTATION AGE,9100,Street Transit,TRANSPORTATION
352,DEPUTY DIRECTOR II,900,OTHERS,OTHERS
353,"DEPUTY DIR II, MTA",9100,Street Transit,TRANSPORTATION
353,"DEPUTY DIRECTOR II, MUNICIPAL TRANSPORTATION AGENCY",9100,Street Transit,TRANSPORTATION
353,DEPUTY DIRECTOR II - MUNICIPAL TRANSPORTATION AG,9100,Street Transit,TRANSPORTATION
354,DEPUTY DIRECTOR III,900,OTHERS,OTHERS
355,DEPUTY DIRECTOR IV,900,OTHERS,OTHERS
356,DEPUTY DIRECTOR V,900,OTHERS,OTHERS
357,"DEPUTY DIRECTOR, RENT ARBITRATION BOARD",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
358,"DEPUTY DIRECTOR, SFUSD",900,OTHERS,OTHERS
359,DEPUTY PROBATION OFFICER,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
360,DEPUTY PROBATION OFFICER SFERS,8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
360,DEPUTY PROBATION OFFICER (SFERS),8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
360,DEPUTY PROBATION OFFICER (SFERS),8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
361,DEPUTY SEALER OF WEIGHTS AND MEASURES,6200,Public Safety Inspection,INSPECTION
361,DEPTY SEALER OF WEIGHTS & MEAS,6200,Public Safety Inspection,INSPECTION
362,DEPUTY SHERIFF,8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
363,DEPUTY SHERIFF (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
364,DEPUTY SHERIFF I,8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
365,DEVELOPMENT SERVICES MANAGER (OCII),500,OTHERS,OTHERS
366,DEVELOPMENT SPECIALIST (OCII),600,OTHERS,OTHERS
367,DIAGNOSTIC IMAGING ASSISTANT,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
368,DIAGNOSTIC IMAGING TECHNOLOGIST I,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
369,DIAGNOSTIC IMAGING TECHNOLOGIST II,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
370,DIAGNOSTIC IMAGING TECHNOLOGIST III,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
371,DIAGNOSTIC IMAGING TECHNOLOGIST IV,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
368,DIAGNOSTIC IMAGING TECH I,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
369,DIAGNOSTIC IMAGING TECH II,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
370,DIAGNOSTIC IMAGING TECH III,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
371,DIAGNOSTIC IMAGING TECH IV,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
372,DIETETIC TECHNICIAN,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
373,DIETITIAN,2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
374,DIRECTOR,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
375,"DIRECTOR OF ACTIVITIES, THERAPY AND VOLUNTEER SERVICES",2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
375,"DIRECTOR OF ACTIVITIES, THERAPY AND VOLUNTEER SERV",2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
375,"DIR OF ACT, THERAPY & VOL SVCS",2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
376,"DIRECTOR OF BUILDINGS AND GROUNDS, SFUSD",5100,Administrative,ENGINEERING AND PUBLIC WORKS 
377,"DIRECTOR OF BUSINESS & COMMUNITY DEVELOPMENT, SFUSD",9900,Federal Programs,TRANSPORTATION
378,"DIRECTOR OF FACILITIES DESIGN & CONSTRUCTION, SFUSD",5100,Administrative,ENGINEERING AND PUBLIC WORKS 
379,"DIRECTOR OF FOOD SERVICES, SAN FRANCISCO UNIFIED SCHOOL DISTRICT",2600,Dietary and Food 2900 Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
380,DIRECTOR OF FORENSIC SERVICES,0,Police Officer,"FIRE, POLICE"
381,"DIRECTOR OF LEGISLATIVE AFFAIRS & GOVERNMENTAL RELATIONS, SFUSD",9900,Federal Programs,TRANSPORTATION
382,"DIRECTOR OF PLANNING, MUNICIPAL RAILWAY",9100,Street Transit,TRANSPORTATION
383,DIRECTOR OF POLICE PSYCHOLOGY,0,Police Officer,"FIRE, POLICE"
384,DIRECTOR OF PUBLIC SAFETY,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
385,SENIOR EMP RELATIONS REPRES,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
385,"DIRECTOR, EMPLOYEE RELATIONS DIVISION",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
385,"DIRECTOR, FISCAL SERVICES",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
385,"DIRECTOR, HUMAN RESOURCES",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
385,DIR EMP RELATIONS DIV,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
386,"DIRECTOR, JUVENILE HALL",8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
387,"DIRECTOR, JUVENILE HALL (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
388,"DIRECTOR, LOG CABIN RANCH",8300,Correction and Detention,LEGAL PROTECTION AND DETENTION
389,"DIRECTOR, LOG CABIN RANCH (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
389,"DIR, LOG CABIN RANCH (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
390,"DIRECTOR, PARKING ENFORCEMENT",8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
391,"DIRECTOR, PROBATION SERVICES",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
391,"ASSISTANT DIRECTOR, PROBATE",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
391,"DIRECTOR, PROBATE",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
392,"DIRECTOR, PROBATION SERVICES (SFERS)",8500,Probation and Parole,LEGAL PROTECTION AND DETENTION
393,"DIRECTOR, SFUSD",900,OTHERS,OTHERS
394,DISABILITY ACCESS COORDINATOR,6300,Construction Inspection,INSPECTION
395,DISEASE CONTROL INVESTIGATOR,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
396,DISTRICT ATTORNEY,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
399,DISTRICT ATTORNEY'S INVESTIGATOR (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
399,DIST ATTY INVESTIGATOR (SFERS),8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
397,DISTRICT ATTORNEYS INVESTIGATIVE ASSISTANT,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
397,DISTRICT ATTORNEY'S INVESTIGATIVE ASSISTANT,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
397,DA INVESTIGATIVE ASSIST,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
398,DISTRICT ATTORNEYS INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
398,DISTRICT ATTORNEY'S INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
398,DISTRICT ATTRY'S INVESTIGATOR,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
398,DISTRICT ATTORNEY'S INVESTIGATIVE ASSISTANT,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
400,"DIVISION DIRECTOR, ADULT PROBATION",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
400,"DIV DIRECTOR, ADULT PROBATION",8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
400,DIVISION DIRECTOR ADULT PROBATION,8400,Probation and Parole,LEGAL PROTECTION AND DETENTION
401,"DIVISION DIRECTOR, ADULT PROBATION (SFERS)",8500,Correction and Detention,LEGAL PROTECTION AND DETENTION
402,DOCUMENT EXAMINER TECHNICIAN,8100,Legal and Court,LEGAL PROTECTION AND DETENTION
403,DRYER MIXER OPERATOR,7400,Skilled Labor,LABOR AND TRADES
404,EDUCATION INTEGRATION SPECIALIST,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
405,EDUCATIONAL CERTIFICATION SPECIALIST,100,OTHERS,OTHERS
406,"EDUCATIONAL CREDENTIALS & RECRUITMENT SPECIALIST, SFUSD & SFCCD",1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
407,EDUCATIONAL POLICY ANALYST,1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
408,ELECTIONS CLERK,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
409,ELECTIONS WORKER,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
410,ELECTRIC MOTOR REPAIR SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
410,ELECTRIC MOTOR REPAIR SPRV 1,7200,Supervisory,LABOR AND TRADES
411,ELECTRIC MOTOR REPAIRER,7300,Journeyman Trade,LABOR AND TRADES
412,ELECTRICAL ENGINEERING ASSISTANT,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
412,ELECTRICAL ENGINEERING ASSOCIATE I,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
413,ELECTRICAL INSPECTOR,6200,Public Safety Inspection,INSPECTION
414,ELECTRICAL LINE HELPER,7400,Skilled Labor,LABOR AND TRADES
415,ELECTRICAL LINE WORKER,7300,Journeyman Trade,LABOR AND TRADES
416,ELECTRICAL TRANSIT SHOP SPRV 1,7200,Supervisory,LABOR AND TRADES
417,ELECTRICAL TRNST MECH SPRV 1,7200,Supervisory,LABOR AND TRADES
418,ELECTRICAL TRNST SHOP SPRV 1,7300,Journeyman Trade,LABOR AND TRADES
419,"ELECTRL TRNST MECH, ASST SPRV",7200,Supervisory,LABOR AND TRADES
416,ELECTRICAL TRANSIT EQUIPMENT SUPERVISOR,7200,Supervisory,LABOR AND TRADES
417,ELECTRICAL TRANSIT MECHANIC SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
418,"ELECTRICAL TRANSIT MECHANIC, ASSISTANT SUPERVISOR",7300,Journeyman Trade,LABOR AND TRADES
419,HH MECHANICAL SHOP SPRV,7200,Supervisory,LABOR AND TRADES
419,ELECTRICAL TRANSIT SHOP SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
420,ELECTRICAL TRANSIT SYSTEM MECH,7300,Journeyman Trade,LABOR AND TRADES
420,ELECTRICAL TRANSIT SYSTEM MECHANIC,7300,Journeyman Trade,LABOR AND TRADES
421,ELECTRICIAN,7300,Journeyman Trade,LABOR AND TRADES
422,ELECTRICIAN SUPERVISOR I,7200,Supervisory,LABOR AND TRADES
423,ELECTRICIAN SUPERVISOR II,7200,Supervisory,LABOR AND TRADES
424,ELECTROENCEPHALOGRAPH TECHNICIAN I,2400,Laboratory,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
425,"ELECTRONIC INSTRUMENTATION TECHNICIAN, WATER POLLUTION CONTROL",7300,Journeyman Trade,LABOR AND TRADES
425,ELECTRONIC MAINTENANCE TECH,7300,Journeyman Trade,LABOR AND TRADES
425,"ELECTRONIC INSTRUMENTATION TECHNICIAN,WTR PLTNCN",7300,Journeyman Trade,LABOR AND TRADES
425,ELECTR INSTRMNTN TECH WTR POLL,7300,Journeyman Trade,LABOR AND TRADES
425,ELECTRONIC MAINTENANCE TECHNICIAN ASSISTANT SUPERV,7300,Journeyman Trade,LABOR AND TRADES
426,ELECTROENCEPHALOGRAPH TECH 1,7300,Journeyman Trade,LABOR AND TRADES
426,ELECTRONIC MAINTENANCE TECHNICIAN,7300,Journeyman Trade,LABOR AND TRADES
427,ELECTRONIC MAINTENANCE TECHNICIAN ASSISTANT SUPERVISOR,7300,Journeyman Trade,LABOR AND TRADES
427,ELECTR MAINT TECH ASST SPRV,7300,Journeyman Trade,LABOR AND TRADES
428,ELEVATOR AND CRANE TECHNICIAN,9300,Port Commission,TRANSPORTATION
429,ELIGIBILITY WORKER,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
429,ELIGIBILITY WORKER SUPERVISOR,2900,Social Services,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
430,EMERGENCY MEDICAL SERVICES AGENCY SPECIALIST,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
430,EMERGENCY MED SVCS AGENCY SPEC,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
431,EMERGENCY MEDICAL SVCS CHIEF,0,Fire Fighter,"FIRE, POLICE"
432,EMERGENCY PLANNING COORDINATOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
433,EMERGENCY PREPAREDNESS DIRECTOR,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
434,EMERGENCY PROTECTIVE ORDERS COMMISSIONER,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
435,EMERGENCY SERVICES COORD I,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
436,EMERGENCY SERVICES COORD II,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
437,EMERGENCY SERVICES COORD III,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
438,EMERGENCY SERVICES COORD IV,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
434,EMERGENCY SERVICES ASSISTANT,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
435,EMERGENCY SERVICES COORDINATOR I,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
436,EMERGENCY SERVICES COORDINATOR II,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
437,EMERGENCY SERVICES COORDINATOR III,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
438,EMERGENCY SERVICES COORDINATOR IV,8600,Emergency Coordination,LEGAL PROTECTION AND DETENTION
439,EMPLOYEE ASSISTANCE COUNSELOR,2500,Therapy and Auxiliary 2800 Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
440,"EMPLOYEE RELATIONS MANAGER, SFCCD",1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
441,EMPLOYEE RELATIONS REPRESENTATIVE,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
442,EMPLOYMENT & TRAINING SPEC 1,9700,Manpower Planning Unit,TRANSPORTATION
443,EMPLOYMENT & TRAINING SPEC 3,9700,Manpower Planning Unit,TRANSPORTATION
442,EMPLOYMENT & TRAINING SPEC 5,9700,Manpower Planning Unit,TRANSPORTATION
442,EMPLOYMENT & TRAINING SPEC 6,9700,Manpower Planning Unit,TRANSPORTATION
443,EMPLOYMENT & TRAINING SPECIALIST II,9700,Manpower Planning Unit,TRANSPORTATION
443,TRAINING TECHNICIAN,9700,Manpower Planning Unit,TRANSPORTATION
444,EMPLOYMENT AND TRAINING SPECIALIST III,9700,Manpower Planning Unit,TRANSPORTATION
445,EMPLOYMENT AND TRAINING SPECIALIST V,9700,Manpower Planning Unit,TRANSPORTATION
446,EMPLOYMENT AND TRAINING SPECIALIST VI,9700,Manpower Planning Unit,TRANSPORTATION
442,EMP & TRAINING SPEC 2,9700,Manpower Planning Unit,TRANSPORTATION
443,EMP & TRAINING SPEC 4,9700,Manpower Planning Unit,TRANSPORTATION
442,EMPLOYEE RELATIONS REPRESENTAT,9700,Manpower Planning Unit,TRANSPORTATION
442,EMPLOYMENT & TRAINING SPECIALIST III,9700,Manpower Planning Unit,TRANSPORTATION
443,EMPLOYMENT & TRAINING SPECIALIST IV,9700,Manpower Planning Unit,TRANSPORTATION
444,EMPLOYMENT & TRAINING SPECIALIST V,9700,Manpower Planning Unit,TRANSPORTATION
445,EMPLOYMENT & TRAINING SPECIALIST VI,9700,Manpower Planning Unit,TRANSPORTATION
446,EMPLOYMENT AND TRAINING SPECIALIST I,9700,Manpower Planning Unit,TRANSPORTATION
447,EMS SECTION CHIEF,0,Fire Fighter,"FIRE, POLICE"
448,EMT/PARAMEDIC,0,Fire Fighter,"FIRE, POLICE"
449,EMT/PARAMEDIC/FIREFIGHTER,0,Fire Fighter,"FIRE, POLICE"
452,ENG/ARCH/LANDSCAPE ARCH SR,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
450,ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
451,"ENGINEER/ARCHITECT,PRINCIPAL""",5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
451,PRINCIPAL CIVIL ENGINEER,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
451,ENGINEER/ARCHITECT PRINCIPAL,5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
452,"ENGINEER/ARCHITECT/LANDSCAPE ARCHITECT,SENIOR""",5200,Professional Engineering,ENGINEERING AND PUBLIC WORKS
453,ENGINEERING ASSISTANT,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
453,CIVIL ENGINEERING ASSISTANT,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
453,CIVIL ENGINEERING ASSOCIATE I,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
454,ENGINEERING ASSOCIATE I,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
455,ENGINEERING ASSOCIATE II,5300,Sub-Professional Engineering,ENGINEERING AND PUBLIC WORKS
456,ENVIRONMENTAL ASSISTANT,5600,Energy and Environment,ENGINEERING AND PUBLIC WORKS
457,ENVIRONMENTAL HEALTH INSPECTOR,6100,Health and Sanitation Inspection,INSPECTION
458,ENVIRONMENTAL HLTH TECH 1,6100,Health and Sanitation Inspection,INSPECTION
459,ENVIRONMENTAL HLTH TECH 2,6100,Health and Sanitation Inspection,INSPECTION
458,ENVIRONMENTAL HEALTH TECHNICIAN I,6100,Health and Sanitation Inspection,INSPECTION
459,ENVIRONMENTAL HEALTH TECHNICIAN II,6100,Health and Sanitation Inspection,INSPECTION
459,ENVIRONMENT HEALTH TECHNICIAN II,6100,Health and Sanitation Inspection,INSPECTION
460,ENVIRONMENTAL SERVICE WORKER,7500,Semi-Skilled and General Labor,LABOR AND TRADES
461,ENVIRONMENT SPECIALIST,5600,Energy and Environment,ENGINEERING AND PUBLIC WORKS
461,ENVIRONMENTAL SPEC,5600,Energy and Environment,ENGINEERING AND PUBLIC WORKS
461,ENVIRONMENTAL SPECIALIST,5600,Energy and Environment,ENGINEERING AND PUBLIC WORKS
462,EPIDEMIOLOGIST I,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
463,EPIDEMIOLOGIST II,2800,Public Health,"HEALTH, WELFARE, DIETARY AND HOUSEKEEPING"
464,EQUAL EMPLOYMENT OPPORTUNITY PROGRAMS SENIOR SPECIALIST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
465,EQUAL EMPLOYMENT OPPORTUNITY PROGRAMS SPECIALIST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
464,EEO PROGRAMS SPECIALIST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
465,EEO SENIOR SPECIALIST,1200,Personnel,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
466,ESTATE INVESTIGATOR,4200,Appraisal and Taxation,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
467,EVENTS AND FACILITIES SPECIALIST,4100,Property Administration,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
468,"EXECUTIVE ASSISTANT TO THE ADMINISTRATOR, S.F.G.H.",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
467,EVENTS & FACILITIES SPECIALIST,4100,Property Administration,"PROPERTY APPRAISAL, TAXATION AND REVENUE"
468,"EX ASST TO ADMIN, SFGH",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
469,EXECUTIVE ASSISTANT TO THE BOARD OF EDUCATION,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
470,EXECUTIVE ASSISTANT TO THE CONTROLLER,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
470,EX ASST TO THE CONTROLLER,1500,Administrative Secretarial,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
472,"EXECUTIVE ASSISTANT TO THE EXECUTIVE DIRECTOR, RETIREMENT SYSTEM",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
472,"EXECUTIVE ASSISTANT TO THE GENERAL MANAGER, RETIRE",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
471,EXECUTIVE ASSISTANT TO THE DIRECTOR OF HEALTH,1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
472,"EX ASST TO EX DIR, RETIREMENT",1100,Administrative and Management,"ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
473,EXECUTIVE CONTRACT EMPLOYEE WITH FBP,9900,Federal Programs,TRANSPORTATION
473,EXECUTIVE CONTRACT EMPLOYEE,9900,Federal Programs,TRANSPORTATION
474,"EXECUTIVE DIRECTOR OF PARENT RELATIONS, SFUSD",9900,Federal Programs,TRANSPORTATION
475,EXECUTIVE DIRECTOR OF SCHOOL SAFETY,8200,Protection and Apprehension,LEGAL PROTECTION AND DETENTION
476,"EXECUTIVE DIRECTOR, CHILD DEVELOPMENT PROGRAM, SFUSD",9900,Federal Programs,TRANSPORTATION
477,"DIRECTOR, INFO TECH GROUP",900,OTHERS,OTHERS
477,"DIRECTOR, INFORMATION TECHNOLOGY GROUP",900,OTHERS,OTHERS
477,"EXECUTIVE DIRECTOR, SFUSD",900,OTHERS,OTHERS
478,"EX DIR, SE COM FAC COMM",1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
478,"EXECUTIVE DIRECTOR, SOUTHEAST COMMUNITY FACILITY COMMISSION",1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
478,"EXECUTIVE DIRECTOR, SOUTHEAST COMMUNITY FACILITY",1800,"Budget, Administrative and Statistical Analysis","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
479,EXECUTIVE SECRETARY TO THE CONTROLLER,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
479,EXECUTIVE SECRETARY I,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
479,EXECUTIVE SECRETARY I,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
480,EXECUTIVE SECRETARY II,1400,"Clerical, Typing and Stenographic","ADMINISTRATIVE, PERSONNEL, FISCAL AND CLERICAL"
